0,Entry,head,shouler,arm,hand,body,"hip,leg,foot",bag,cup,earphone,glasses,mobilephone,overcoat,pillow,mouse,keyboard,desktop,desk-drawer,desk-fence,chair-arm,chair-cushion,chair-back,controller,printer,door,window,waterdispenser,tissuedispenser,trashcan,cabinet,printerdesk,printerchair,hanger,leave
cup,0,0,0,0,0,0,3,5,6,0,1,1,0,0,11,0,7,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1
earphone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glasses,0,10,0,0,1,0,1,0,1,0,0,7,0,0,12,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobilephone,0,54,1,2,6,5,31,5,2,0,8,5,2,0,118,17,24,4,0,17,0,4,0,2,0,0,1,0,0,0,0,1,0,16
overcoat,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pillow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse,0,76,0,2,14,13,28,16,9,0,9,96,0,0,14,1105,41,7,0,35,0,0,0,1,0,0,0,0,0,0,1,0,0,2
keyboard,0,106,0,1,12,6,15,3,0,0,8,23,0,0,1043,12,20,1,0,11,0,2,0,12,0,0,0,0,0,0,0,0,0,8
desktop,0,23,0,0,18,3,9,19,6,0,1,29,0,0,43,20,30,6,0,6,0,2,0,7,0,0,0,0,0,0,0,0,0,3
desk-drawer,0,0,0,0,1,0,5,3,1,0,1,5,0,0,5,0,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
desk-fence,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-arm,0,7,0,2,6,7,16,1,1,0,0,20,0,0,47,4,6,3,0,4,2,7,0,1,0,0,0,0,0,0,0,0,0,7
chair-cushion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
chair-back,0,2,0,0,3,0,6,1,2,0,0,5,0,0,3,0,2,1,1,7,1,4,0,0,0,0,0,0,0,0,0,0,0,1
controller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printer,0,1,0,1,5,0,7,0,0,0,1,1,0,0,1,14,7,0,0,0,0,0,0,58,0,0,0,0,0,0,3,0,0,1
door,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
window,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterdispenser,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tissuedispenser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trashcan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabinet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerdesk,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0
printerchair,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hanger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
36,Entry,head,shouler,arm,hand,body,"hip,leg,foot",bag,cup,earphone,glasses,mobilephone,overcoat,pillow,mouse,keyboard,desktop,desk-drawer,desk-fence,chair-arm,chair-cushion,chair-back,controller,printer,door,window,waterdispenser,tissuedispenser,trashcan,cabinet,printerdesk,printerchair,hanger,leave
Entry,0,1,0,0,0,0,1,2,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
head,0,72,0,32,19,10,113,3,2,0,1,64,0,0,29,4,119,0,1,13,1,0,0,0,0,0,1,0,0,0,0,0,0,2
shouler,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,0,34,0,1,2,0,16,1,2,0,0,10,0,0,9,0,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hand,0,20,0,1,1,3,26,0,0,0,0,8,0,0,3,0,20,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
body,0,6,1,1,0,0,6,0,1,0,0,8,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hip,leg,foot",0,70,1,22,27,7,3,2,0,0,0,53,0,0,18,1,68,0,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,2
bag,0,2,0,0,0,0,4,6,2,0,0,11,1,0,3,3,27,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1
cup,0,5,0,2,0,0,2,4,3,0,1,9,0,0,5,0,19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
earphone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glasses,0,2,0,1,0,0,0,1,1,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobilephone,0,91,1,12,3,1,29,11,6,0,4,6,0,0,79,3,56,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,9
overcoat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pillow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse,0,45,0,6,5,1,9,4,8,0,2,73,0,0,12,155,32,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
keyboard,0,4,0,0,2,0,0,3,0,0,0,6,0,0,152,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desktop,0,127,0,35,23,6,57,24,22,0,3,56,0,0,34,2,8,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,1
desk-drawer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk-fence,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-arm,0,5,0,1,5,0,12,0,1,0,0,5,0,0,11,2,24,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
chair-cushion,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-back,0,0,0,0,0,0,2,3,3,0,0,3,0,0,3,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
controller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
window,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterdispenser,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tissuedispenser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trashcan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabinet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerdesk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerchair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hanger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
37,Entry,head,shouler,arm,hand,body,"hip,leg,foot",bag,cup,earphone,glasses,mobilephone,overcoat,pillow,mouse,keyboard,desktop,desk-drawer,desk-fence,chair-arm,chair-cushion,chair-back,controller,printer,door,window,waterdispenser,tissuedispenser,trashcan,cabinet,printerdesk,printerchair,hanger,leave
Entry,0,3,0,0,1,0,1,0,0,0,0,5,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
head,0,5,0,0,2,1,7,2,0,0,1,5,0,0,3,0,25,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3
shouler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hand,0,1,0,0,6,0,4,0,0,0,1,0,0,0,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
body,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hip,leg,foot",0,6,0,0,7,0,4,3,0,5,0,9,0,0,1,1,23,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5
bag,0,0,0,0,0,0,2,5,0,1,0,4,0,0,0,5,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
earphone,0,1,0,0,1,0,3,0,0,0,0,1,0,0,3,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
glasses,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobilephone,0,6,0,0,1,0,6,3,0,4,1,1,0,0,8,2,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4
overcoat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pillow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse,0,1,0,0,0,0,2,0,0,2,0,6,0,0,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
keyboard,0,1,0,0,1,0,2,6,0,0,0,2,0,0,17,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
desktop,0,29,0,1,3,5,28,2,0,5,0,12,0,0,4,4,13,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0
desk-drawer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk-fence,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
chair-arm,0,2,0,0,1,0,8,6,0,2,0,3,0,1,0,0,10,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
chair-cushion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-back,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
controller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
window,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
waterdispenser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tissuedispenser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trashcan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabinet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerdesk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerchair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hanger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
